Previous name,Current name,Index,Changed?,Comment
"Olivia Cardenas-Trowers, M.D.","Olivia Cardenas-Trowers, M.D.",2648,,Doctor
Ology Bioservices,Ology Bioservices,2649,,
Omar Aljitawi,Omar Aljitawi,2650,,
Omeros Corporation,Omeros Corporation,2651,,
OmicsWay Corp.,OmicsWay Corp.,2652,,
"On Target Laboratories, LLC","On Target Laboratories, LLC",2653,,
OncBioMune Pharmaceuticals,OncBioMune Pharmaceuticals,2654,,
"OncoMed Pharmaceuticals, Inc.","OncoMed Pharmaceuticals, Inc.",2655,,
OncoQuest Inc.,OncoQuest Inc.,2656,,
OncoSec Medical Incorporated,OncoSec Medical Incorporated,2657,,
"OncoTherapy Science, Inc.","OncoTherapy Science, Inc.",2658,,
"Oncobox Ltd., Russia","Oncobox Ltd., Russia",2659,,
"Oncoceutics, Inc.","Oncoceutics, Inc.",2660,,
Oncoethix GmbH,Oncoethix GmbH,2661,,
Oncology Therapeutic Development,Oncology Therapeutic Development,2662,,
Oncology Therapeutic Development (OTD),Oncology Therapeutic Development,2662,Changed,
Oncolys BioPharma Inc,Oncolys BioPharma Inc,2663,,
Oncolytics Biotech,Oncolytics Biotech,2664,,
"Onconova Therapeutics, Inc.","Onconova Therapeutics, Inc.",2665,,
Oncopeptides AB,Oncopeptides AB,2666,,
Oncotherapeutics,Oncotherapeutics,2667,,
"Oncovir, Inc.","Oncovir, Inc.",2668,,
"Oncternal Therapeutics, Inc","Oncternal Therapeutics, Inc",2669,,
OneFlorida Clinical Research Consortium,OneFlorida Clinical Research Consortium,2670,,
Ono Pharma USA Inc,Ono Pharma USA Inc,2671,,
Ono Pharmaceutical Co. Ltd,Ono Pharmaceutical Co. Ltd,2672,,
"Ono Pharmaceuticals Co., Ltd.",Ono Pharmaceutical Co. Ltd,2672,Changed,
Ontario Institute for Cancer Research,Ontario Institute for Cancer Research,2673,,
Ontario Ministry of Transportation,Ontario Ministry of Transportation,2674,,
"Onyx Therapeutics, Inc.","Onyx Therapeutics, Inc.",2675,,
Opal Rheumatology Ltd.,Opal Rheumatology Ltd.,2676,,
Open Medicine Institute,Open Medicine Institute,2677,,
Open Philanthropy Project,Open Philanthropy Project,2678,,
OpenBiome,OpenBiome,2679,,
Ophthotech Corporation,Ophthotech Corporation,2680,,
Opsona Therapeutics Ltd.,Opsona Therapeutics Ltd.,2681,,
Opthea Limited,Opthea Limited,2682,,
Optimal Health Research,Optimal Research,2683,Changed,
Optimal Research,Optimal Research,2683,,
Optinose US Inc.,Optinose US Inc.,2684,,
Optovue,Optovue,2685,,
Optum-data vendor,Optum-data vendor,2686,,
"Oragenics, Inc.","Oragenics, Inc.",2687,,
"Oramed, Ltd.","Oramed, Ltd.",2688,,
Orange County Research Center,Orange County Research Center,2689,,
Orano Med LLC,Orano Med LLC,2690,,
Oregon Health and Science University,Oregon Health and Science University,2691,,University
Oregon State University,Oregon State University,2692,,University
Organization for Autism Research,Organization for Autism Research,2693,,
Oric Pharmaceuticals,Oric Pharmaceuticals,2694,,
"Orion Corporation, Orion Pharma","Orion Corporation, Orion Pharma",2695,,
Orphan Technologies Ltd,Orphan Technologies Ltd,2696,,
Orphazyme,Orphazyme,2697,,
"Orpheris, Inc.","Orpheris, Inc.",2698,,
Orsenix LLC,Orsenix LLC,2699,,
"Ortho Biotech, Inc.","Ortho Biotech, Inc.",2700,,
"Ortho-McNeil Janssen Scientific Affairs, LLC",Janssen ,1756,Changed,
"OrthoCarolina Research Institute, Inc.","OrthoCarolina Research Institute, Inc.",2701,,
Orthopaedic Institute for Children,Orthopaedic Institute for Children,2702,,
Orthopaedic Trauma Association,Orthopaedic Trauma Association,2703,,
Orthopedic Research and Education Foundation,Orthopedic Research and Education Foundation,2704,,
Osaka General Medical Center,Osaka General Medical Center,2705,,
Osato Research Institute,Osato Research Institute,2706,,
Oscotec Inc.,Oscotec Inc.,2707,,
Oslo University Hospital,Oslo University Hospital,2708,,University
Osmotica Pharmaceutical US LLC,Osmotica Pharmaceutical US LLC,2709,,
Ostfold Hospital Trust,Ostfold Hospital Trust,2710,,
Oswaldo Cruz Foundation,Oswaldo Cruz Foundation,2711,,
"Otonomy, Inc.","Otonomy, Inc.",2712,,
Otrimed Clinical Research,Otrimed Clinical Research,2713,,
Otsuka America Pharmaceutical,Otsuka America Pharmaceutical,2714,,
"Otsuka Pharmaceutical Co., Ltd.","Otsuka Pharmaceutical Co., Ltd.",2715,,
"Otsuka Pharmaceutical Development & Commercialization, Inc.","Otsuka Pharmaceutical Development & Commercialization, Inc.",2716,,
Ottawa Heart Institute Research Corporation,Ottawa Heart Institute Research Corporation,2717,,
Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,2718,,
Oulu University Hospital,Oulu University Hospital,2719,,University
Our Lady of Mercy Medical Center,Our Lady of Mercy Medical Center,2720,,
Our Lady of the Lake Hospital,Our Lady of the Lake Hospital,2721,,
Oussama Wazni,Oussama Wazni,2722,,
Ovarian Cancer Research Center,Ovarian Cancer Research Center,2723,,
"Overseas Pharmaceuticals, Ltd.","Overseas Pharmaceuticals, Ltd.",2724,,
Ovid Therapeutics,Ovid Therapeutics,2725,,
Ovid Therapeutics Inc.,Ovid Therapeutics,2725,Changed,
Owen A. O'Connor,Owen A. O'Connor,2726,,
"Owen Chan, PhD","Owen Chan, PhD",2727,,
OxThera,OxThera,2728,,
Oxfendazole Development Group,Oxfendazole Development Group,2729,,
"Oyster Point Pharma, Inc.","Oyster Point Pharma, Inc.",2730,,
PAREXEL Early Phase Clinical Unit Baltimore,PAREXEL,2731,Changed,
PAREXEL Early Phase Clinical Unit-Los Angeles,PAREXEL,2731,Changed,
PATH,PATH,2732,,
PETHEMA Foundation,PETHEMA Foundation,2733,,
PIQUR Therapeutics AG,PIQUR Therapeutics AG,2734,,
PLGA Foundation,PLGA Foundation,2735,,
PPD,"Pharmaceutical Product Development, LLC",2832,Changed,
PRA Health Sciences,PRA Health Sciences,2736,,
PRCL Research Inc.,PRCL Research Inc.,2737,,
PSI CRO AG,PSI CRO AG,2738,,
PTC Therapeutics,PTC Therapeutics,2739,,
PTEN Research Foundation,PTEN Research Foundation,2740,,
PTS International Inc.,PTS International Inc.,2741,,
Pacific Northwest National Laboratory,Pacific Northwest National Laboratory,2742,,
Pacific Pediatric Neuro-Oncology Consortium,Pacific Pediatric Neuro-Oncology Consortium,2743,,
"Pacira Pharmaceuticals, Inc","Pacira Pharmaceuticals, Inc",2744,,
"Paidion Research, Inc.","Paidion Research, Inc.",2745,,
Pain Management Center of Paducah,Pain Management Center of Paducah,2746,,
Pain Therapeutics,Pain Therapeutics,2747,,
Paion UK Ltd.,Paion UK Ltd.,2748,,
Palladio Biosciences,Palladio Biosciences,2749,,
Palmetto Health,Palmetto Health,2750,,
Palo Alto Veterans Institute for Research,Palo Alto Veterans Institute for Research,2751,,
Palobiofarma SL,Palobiofarma SL,2752,,
Pamela L. Kunz,Pamela L. Kunz,2753,,
Pamela Munster,Pamela Munster,2754,,
Pamela Smith,Pamela Smith,2755,,
"PanOptica, Inc.","PanOptica, Inc.",2756,,
"Panacea Pharmaceuticals, Inc.","Panacea Pharmaceuticals, Inc.",2757,,
Panacea Technology Co.，Ltd,Panacea Technology Co.，Ltd,2758,,
Pancreatic Cancer Action Network,Pancreatic Cancer Action Network,2759,,
Pancreatic Cancer Research Team,Pancreatic Cancer Research Team,2760,,
Pandomedx,Pandomedx,2761,,
"Panhandle Eye Group, LLP","Panhandle Eye Group, LLP",2762,,
"Paolo Caimi, MD","Paolo Caimi, MD",2763,,Doctor
Paolo Goffredo,Paolo Goffredo,2764,,Doctor
ParaPRO LLC,ParaPRO LLC,2765,,
Parameswaran Hari,Parameswaran Hari,2766,,
Paratek Pharmaceuticals Inc,Paratek Pharmaceuticals Inc,2767,,
Parexel,Parexel,2768,,
Parexel International Ltd,Parexel,2768,Changed,
Parion Sciences,Parion Sciences,2769,,
Parker Institute for Cancer Immunotherapy,Parker Institute for Cancer Immunotherapy,2770,,
Partnership for Clean Competition,Partnership for Clean Competition,2771,,
Patient-Centered Outcomes Research Institute,Patient-Centered Outcomes Research Institute,2772,,
"Patrick Dillon, MD","Patrick Dillon, MD",2773,,Doctor
"Patrick Ott, MD","Patrick Ott, MD",2774,,Doctor
"Patrick Y. Wen, MD","Patrick Y. Wen, MD",2775,,Doctor
"Paul Fortin, MD","Paul Fortin, MD",2776,,Doctor
Paul Hoff,Paul Hoff,2777,,Doctor
Paul Kim,Paul Kim,2778,,Doctor
Paul Oberstein,Paul Oberstein,2779,,Doctor
"Paul Sorum, MD","Paul Sorum, MD",2780,,Doctor
Paul Szabolcs,Paul Szabolcs,2781,,Doctor
"Pavan Reddy, MD","Pavan Reddy, MD",2782,,Doctor
"PaxVax, Inc.","PaxVax, Inc.",2783,,
"Pearl Therapeutics, Inc.","Pearl Therapeutics, Inc.",2784,,
Pediatric Brain Tumor Consortium,Pediatric Brain Tumor Consortium,2785,,
Pediatric Brain Tumor Foundation,Pediatric Brain Tumor Foundation,2786,,
Pediatric Cancer Foundation,National Pediatric Cancer Foundation,2468,Changed,
Pediatric Emergency Care Applied Research Network,Pediatric Emergency Care Applied Research Network,2787,,
Pediatric Epilepsy Research Foundation,Pediatric Epilepsy Research Foundation,2788,,
Pediatric Eye Disease Investigator Group,Pediatric Eye Disease Investigator Group,2789,,
Pediatric Heart Network,Pediatric Heart Network,2790,,
"PegBio Co., Ltd.","PegBio Co., Ltd.",2791,,
Peking Union Medical College,Peking Union Medical College,2792,,
Peking Union Medical College Hospital,Peking Union Medical College Hospital,2793,,
Peking University,Peking University,2794,,University
Peking University First Hospital,Peking University First Hospital,2795,,University
Peking University Hospital of Stomatology,Peking University Hospital of Stomatology,2796,,University
Peking University People's Hospital,Peking University People's Hospital,2797,,University
"Pellficure Pharmaceuticals, Inc","Pellficure Pharmaceuticals, Inc",2798,,
"Peloton Therapeutics, Inc.","Peloton Therapeutics, Inc.",2799,,
"Peng Wang, MD PhD","Peng Wang, MD PhD",2800,,Doctor
Penn State University,Penn State University,2801,,University
Pennies in Action,Pennies in Action,2802,,
Pennine Acute Hospitals NHS Trust,Pennine Acute Hospitals NHS Trust,2803,,
Pennington Biomedical Research Center,Pennington Biomedical Research Center,2804,,
Pennsylvania Department of Health,Pennsylvania Department of Health,2805,,
People's Hospital of Zhengzhou University,People's Hospital of Zhengzhou University,2806,,University
Peregrine Pharmaceuticals,Peregrine Pharmaceuticals,2807,,
Perlmutter Cancer Center,Perlmutter Cancer Center,2808,,
Pernix Theraputics LLC,Pernix Theraputics LLC,2809,,
"Perosphere, Inc.","Perosphere, Inc.",2810,,
Perrigo Company,Perrigo Company,2811,,
Perry Renshaw,Perry Renshaw,2812,,
"PersImmune, Inc","PersImmune, Inc",2813,,
Personal Genome Diagnostics,Personal Genome Diagnostics,2814,,
Perspectum Diagnostics Ltd,Perspectum Diagnostics Ltd,2815,,
Peter A Knight,Peter A Knight,2816,,Doctor
Peter Anderson,Peter Anderson,2817,,Doctor
"Peter Belafsky, MD","Peter Belafsky, MD",2818,,Doctor
Peter Burke,Peter Burke,2819,,Doctor
"Peter MacCallum Cancer Centre, Australia","Peter MacCallum Cancer Centre, Australia",2820,,
Peter Michael Foundation,Peter Michael Foundation,2821,,
Peter Vestergaard,Peter Vestergaard,2822,,Doctor
Peter Zage,Peter Zage,2823,,Doctor
Pfizer,Pfizer,2824,,
"PharPoint Research, Inc.","PharPoint Research, Inc.",2825,,
Pharma Two B Ltd.,Pharma Two B Ltd.,2826,,
PharmaBio Development Inc.,PharmaBio Development Inc.,2827,,
PharmaEssentia,PharmaEssentia,2828,,
PharmaEssentia Japan K.K.,PharmaEssentia,2828,Changed,
"PharmaJet, Inc.","PharmaJet, Inc.",2829,,
PharmaMar,PharmaMar,2830,,
Pharmacare Laboratories pharmacare.com.au,Pharmacare Laboratories pharmacare.com.au,2831,,
"Pharmaceutical Product Development (PPD), Inc","Pharmaceutical Product Development, LLC",2832,Changed,
"Pharmaceutical Product Development, (PPD) LLC","Pharmaceutical Product Development, LLC",2832,Changed,
"Pharmaceutical Product Development, LLC","Pharmaceutical Product Development, LLC",2832,,
Pharmaceutical Research Associates,Pharmaceutical Research Associates,2833,,
Pharmacosmos A/S,Pharmacosmos A/S,2834,,
Pharmacotherapies for Alcohol and Substance Abuse Consortium,Pharmacotherapies for Alcohol and Substance Abuse Consortium,2835,,
Pharmacyclics LLC.,Pharmacyclics LLC.,2836,,
Pharmacyclics Switzerland GmbH,Pharmacyclics Switzerland GmbH,2837,,
Pharmagenix,Pharmagenix,2838,,
Pharmalyte Solutions LLC,Pharmalyte Solutions LLC,2839,,
Pharmavite,Pharmavite,2840,,
Pharming Technologies B.V.,Pharming Technologies B.V.,2841,,
Pharnext SA,Pharnext SA,2842,,
PhaseBio Pharmaceuticals Inc.,PhaseBio Pharmaceuticals Inc.,2843,,
"PhenoSolve, LLC","PhenoSolve, LLC",2844,,
Philadelphia Fight,Philadelphia Fight,2845,,
Philip Grant,Philip Grant,2846,,
Philip Kern,Philip Kern,2847,,
Philips Healthcare,Philips Healthcare,2848,,
Philips Respironics,Philips Respironics,2849,,
Phillip Levy,Phillip Levy,2850,,
Philogen S.p.A.,Philogen S.p.A.,2851,,
Phoenix Children's Hospital,Phoenix Children's Hospital,2852,,
"Phoenix Neurological Associates, LTD","Phoenix Neurological Associates, LTD",2853,,
Phosphate Therapeutics,Phosphate Therapeutics,2854,,
Phosplatin Therapeutics,Phosplatin Therapeutics,2855,,
"Phrixus Pharmaceuticals, Inc.","Phrixus Pharmaceuticals, Inc.",2856,,
Phylogeny,Phylogeny,2857,,
"Piedmont Heart Institute, Inc., Atlanta, GA","Piedmont Heart Institute, Inc., Atlanta, GA",2858,,
Pierce Phillips Charity,Pierce Phillips Charity,2859,,
"Pieris Pharmaceuticals, Inc.","Pieris Pharmaceuticals, Inc.",2860,,
"Pinnacle Clinical Research, PLLC","Pinnacle Clinical Research, PLLC",2861,,
PledPharma AB,PledPharma AB,2862,,
Plethora Solutions Ltd,Plethora Solutions Ltd,2863,,
Plexxikon,Plexxikon,2864,,
Pliant Therapeutics,Pliant Therapeutics,2865,,
Pluristem Ltd.,Pluristem Ltd.,2866,,
"Pneuma Respiratory, Inc","Pneuma Respiratory, Inc",2867,,
Polak David,Polak David,2868,,
Polarean Imaging Ltd.,Polarean Imaging Ltd.,2869,,
Polaris Group,Polaris,2870,Changed,
"Polaris Pharmaceuticals, Inc.",Polaris,2870,Changed,
Polichem S.A.,Polichem S.A.,2871,,
"Polly A. Niravath, MD","Polly A. Niravath, MD",2872,,Doctor
PolyPid Ltd.,PolyPid Ltd.,2873,,
Polyphor Ltd.,Polyphor Ltd.,2874,,
"Pooja Budhiraja, MD","Pooja Budhiraja, MD",2875,,Doctor
Pop Test Oncology LLC,Pop Test Oncology LLC,2876,,
Population Council,Population Council,2877,,
Population Health Research Institute,Population Health Research Institute,2878,,
Portland VA Medical Center,Portland VA Medical Center,2879,,
Portola Pharmaceuticals,Portola Pharmaceuticals,2880,,
"Poseida Therapeutics, Inc.","Poseida Therapeutics, Inc.",2881,,
Postgraduate Institute of Medical Education and Research,Postgraduate Institute of Medical Education and Research,2882,,
Potenza Therapeutics,Potenza Therapeutics,2883,,
"PrECOG, LLC.","PrECOG, LLC.",2884,,
Prader-Willi Syndrome Association,Prader-Willi Syndrome Association,2885,,
Prana Therapeutics,Prana Therapeutics,2886,,
Prasco LLC,Prasco LLC,2887,,
Praxis für kleine und grosse Leute,Praxis für kleine und grosse Leute,2888,,
"Precigen, Inc","Precigen, Inc",2889,,
"Precision BioSciences, Inc.","Precision BioSciences, Inc.",2890,,
"Precision Biologics, Inc","Precision Biologics, Inc",2891,,
Premier Research Group plc,Premier Research Group plc,2892,,
Premier Research International LLC,Premier Research International LLC,2893,,
Prep Biopharm Limited,Prep Biopharm Limited,2894,,
Prerov Hospital,Prerov Hospital,2895,,
Presage Biosciences,Presage Biosciences,2896,,
"Presbyopia Therapies, LLC","Presbyopia Therapies, LLC",2897,,
Prevent Cancer Foundation,Prevent Cancer Foundation,2898,,
Prexton Therapeutics,Prexton Therapeutics,2899,,
Primary Children's Hospital,Primary Children's Hospital,2900,,
Princess Margaret Hospital for Children,Princess Margaret Hospital for Children,2901,,
Princeton University,Princeton University,2902,,University
"Principia Biopharma, Inc.","Principia Biopharma, Inc.",2903,,
"Prism Pharma Co., Ltd.","Prism Pharma Co., Ltd.",2904,,
Private Foundation through KU Endowment,Private Foundation through KU Endowment,2905,,
Privo Technologies,Privo Technologies,2906,,
Priyanka Sharma,Priyanka Sharma,2907,,
ProMetic Pharma SMT Limited,ProMetic Pharma SMT Limited,2908,,
ProQR Therapeutics,ProQR Therapeutics,2909,,
"ProSciento, Inc.","ProSciento, Inc.",2910,,
Procter and Gamble,Procter and Gamble,2911,,
"Prof Alina Rodriguez, University of Lincoln, UK","Prof Alina Rodriguez, University of Lincoln, UK",2912,,University
"Prof Vivette Glover, Imperial College London, UK","Prof Vivette Glover, Imperial College London, UK",2913,,
Prof. Dr. Stephan Weidinger,Prof. Dr. Stephan Weidinger,2914,,
"Profectus BioSciences, Inc.","Profectus BioSciences, Inc.",2915,,
"Progenics Pharmaceuticals, Inc.","Progenics Pharmaceuticals, Inc.",2916,,
Progressive Clinical Research,Progressive Clinical Research,2917,,
Proinnovera GmbH,Proinnovera GmbH,2918,,
"Promentis Pharmaceuticals, Inc.","Promentis Pharmaceuticals, Inc.",2919,,
Prometheus Inc.,Prometheus,2920,Changed,
Prometheus Laboratories,Prometheus,2920,Changed,
"Prometheus USA, Ltd. Co.","Prometheus USA, Ltd. Co.",2921,,
"Promius Pharma, LLC","Promius Pharma, LLC",2922,,
